user,review_count,median_rating,max_rating,min_rating,mean_rating
FezAZ,644,7,9.5,1,6.701288819875776
fhsIV,908,6,10,1,6.059581497797357
fibobs,1356,6,10,1,6.012758112094395
fililip,630,7,10,3,6.673015873015873
Filippos,557,7,10,2,6.658886894075404
filou,655,7,10,1,6.636641221374046
finallyapolystudent,548,8,10,1,8.138759124087592
Finnchowder,601,6,10,1.5,5.793094841930117
finnianp,619,7,10,1,6.599353796445881
fiorevita,2268,8,10,1,7.666798941798942
Firemael,528,7,10,2,7.196969696969697
Firepigeon,519,7,10,1,6.574470134874759
firstfletch,807,6.5,10,2,6.429008674101611
fisha,875,6.9,10,3,6.9234285714285715
fitioviedo,514,6.5,10,2,6.516459143968872
fizzle,1469,5,10,1,5.326412525527569
fjaoaoaoao,500,6,10,1,6.26
flapjackmachine,808,7,10,1,6.691707920792079
FlashFlood52,608,7,10,3,7.25921052631579
Flashly,798,7,10,3,6.8007518796992485
flea4,648,7,10,1,7.010802469135802
Flemeth,1316,7,10,1,6.6344984802431615
flimsy25,976,7,10,3.5,6.8279508196721315
Florian Sohns,2990,6.5,10,1,6.35133779264214
flowman,714,6,10,1,5.740196078431373
floydsen,806,7,10,1,6.5310173697270475
Fluff,636,6,10,1,5.822327044025157
FLUS,1070,6,9,5,6.3448598130841125
FlyingArrow,541,7,10,1,6.693900184842883
FLzing,553,6,10,1,6.294755877034358
fnord23,1662,5.9,10,1,5.740222623345367
fogus,828,6,10,2,5.858514492753623
fokos,986,7,10,1,7.040060851926977
Folilo82,599,5,10,1,5.328881469115192
Fone Bone,509,6,10,1,6.218074656188605
ForbiddenDonuts,498,7,10,1,6.764457831325301
forgotmypencil,613,7,10,1,6.747145187601958
forgottenfalcon,553,7,10,1,6.830922242314648
Formersd,520,6,10,1,5.911538461538462
FortArt,537,7,10,1,7.122905027932961
fortiche,862,7,10,2,6.924593967517401
Fortiche50,610,7,10,2,6.898360655737705
Forza,1028,7,9,2,6.668652723735408
Fozan,803,7,10,2,6.821295143212952
fr33py,528,7,10,1,6.983030303030303
francisgod,1508,8,10,3,7.369694960212201
Francoiss,1072,6,10,1,5.732369402985075
FRANCONY robin,674,7,10,1,6.5040059347181005
Frank Burbach,663,7,10,1,7.33182503770739
Frankenfletch,700,7,10,2,6.994571428571429
franklincobb,624,7,10,1,6.423878205128205
FranklinTV,752,5.683,9.863,2,5.8668417553191485
Frantic Ferret,641,6,10,2,6.442277691107645
FraPas13,713,6,10,1,5.553997194950911
fraterurbs,550,8,10,3,7.500909090909091
Frechdax,516,8.6,10,1,8.400769941860466
Fredovic,588,7,10,2,6.997363945578232
freechinanow,892,7,10,2,6.51457399103139
Freitag,609,6.5,10,1,6.416666666666667
FreMako,698,7,9.5,1,6.8010888252149
Friedrich,531,7.3,10,1,7.134086629001883
Friendless,1329,6,10,1,5.936042136945072
Frikiguias,1215,7,10,1,6.931687242798354
fringer,514,8,10,3,7.713035019455253
Frog3,895,7,10,2,6.4458100558659215
frogmind,1082,6,10,1,6.158040665434381
Fronk,752,7.25,10,1,7.158351063829787
Frontliner,710,7.5,9,2,7.296478873239437
frotes,522,7,10,1,6.551245210727969
frunkee,866,6,10,1,5.951501154734411
fsnam,1582,6,10,1,6.1826801517067
fsumarc,802,7,10,2,7.225935162094763
ftola,1016,7,10,1,6.786072834645669
Fulgan,797,6,10,1,6.196988707653701
Fulminata,556,6,10,1,6.196043165467626
Funfairist,1057,6,10,1,6.454115421002839
fungry,596,7,10,1,7.233389261744967
Funguy,625,6,10,1,5.792
funketyme,562,7,10,2,6.7562277580071175
funkyherman,517,7,10,2,6.879110251450677
funnytortoise,513,6,10,1,5.654970760233918
Furan,540,7,10,2,6.574166666666667
furriebarry,1421,7,10,1,6.334975369458128
fusionkast,830,7.5,9,1,7.148192771084338
fustero,925,7,10,3,6.908108108108108
futhee,559,7,10,1,6.779964221824687
Futsie,522,7,10,3,6.609195402298851
futurescaper,1270,7,10,2,6.975590551181102
Fuzzcrumbler,559,7,10,1,6.35742397137746
fuzzyfife,1104,6,10,1,6.128079710144927
gaaalooo,844,7,10,4,7.1469194312796205
Galahad,812,7,10,1,7.353448275862069
Galapagos,552,7,10,2,6.616847826086956
Galatolol,578,6,10,1,5.8633217993079585
Galerius,627,6,10,2,6.181818181818182
Galus,517,7,10,1,6.365570599613153
Game Knight,1123,7,9,2,6.482635796972396
Game4it,895,7,10,1,6.756983240223463
GameBoy75,604,6,10,5,6.491721854304636
gamefool,500,7.5,10,5,7.561
Gamegrunt,541,7,10,1,6.752310536044362
gameguru,952,6.75,10,1,6.682510504201681
Gamehawk1234,647,6,10,2,5.853168469860896
GameMasterX0,528,6.5,10,3,6.395833333333333
GamerComa,525,6.37,10,1,6.284495238095238
gamesgalore,849,7,10,1,7.055948174322733
gamesgocrazy,534,5,10,2,5.353932584269663
gamesnight,823,6.65,10,1.5,6.611017618469016
gamesnut,971,7,10,5,7.445932028836252
Gamineer,599,7,9,2,6.793823038397329
GamingCoupleGA,571,7.75,9,3,7.545534150612959
gaosugangke,638,6,10,1,6.290752351097178
Garau,802,7,10,1,6.78428927680798
garbagerunner,663,7,10,4,6.760180995475113
garea37,739,6,10,1,6.048037889039242
Garfink,1153,7,10,1,7.00928013876843
garg,1384,6,10,1,6.10621387283237
Gargooh,500,6,10,2.5,6.4138
garif,534,7.5,10,3,7.507865168539325
garry_rice,1317,6,10,1,6.137433561123766
garrylloyd,1840,7,9,3,6.870652173913044
garygarison,545,6,9.5,1,5.960183486238532
garyj,1328,7,10,1,6.649849397590361
GaryP,827,7,10,1,6.701180169286578
gashlycrumb,634,6,10,2,6.294637223974763
gatchaman,1099,6,10,1,5.877161055505004
gatodj,964,7,10,3,6.898858921161826
gavhriel,497,7,10,2,6.868209255533199
Gavilan,753,7,10,1,6.51593625498008
Gdau,552,7,10,1,7.103260869565218
Geeken,2751,5,10,1,4.964191203198837
Geert Vinaskov,973,7,9,1,6.691264131551901
Geese,1178,6,10,1,6.172835314091681
Geirerik,496,7,10,1,7.084677419354839
geki,1083,6.5,10,1,6.207109879963066
GeneGeek7,890,8,10,1,7.903370786516854
generic_erwin,528,7.5,10,2,7.20217803030303
GeneSteeler,637,6.7,10,1,6.04458398744113
geneze_cb,856,7,10,1,6.776869158878505
gentlegiantglass,638,6,10,1,6.12539184952978
geo1830,1717,7,10,1,6.512638322655795
Geoff8695,591,7.5,9,1,7.275482233502538
GeoMan,1072,7,9.5,1,6.821921641791045
GeorgeOP,893,6.5,10,1,6.422732362821948
GeorgW,684,6,10,1,5.984649122807017
Geosphere,547,7,10,1,6.4387568555758685
GermanMeepleGames,516,7,10,1,7.37015503875969
Germarish,710,6.55,10,1,6.367183098591549
Gernial,606,7,10,1,6.855610561056106
Geronimoo,520,7,10,2,6.881730769230769
GerryRailBaron,548,6,10,1,5.732664233576642
gertbert,548,7,10,2,7.096715328467154
Gerth13,577,7,10,2,6.736568457538994
getareaction,572,6,10,1,5.956293706293707
getsumaiki,642,6.5,10,2,6.421651090342679
gevati,679,7.5,10,1,7.317083946980854
gf_ripper,764,8,10,2,8.159685863874346
GhostKingGeorge,592,6.9,10,1,6.769087837837838
Ghostlex,617,8,10,2,7.3241491085899515
ghostofmerlin,535,7,10,1,6.697196261682243
GiannisS,783,6.5,10,1,6.480204342273308
Gibbo,804,6,10,1,5.876865671641791
Gibmaatsuki,2126,6,10,1,5.915479774223894
gifforddale,672,6,9,1,5.857886904761905
GilvanBlight,839,7,10,1,6.7497020262216925
gimli043,1179,7,10,2,6.742154368108567
gimmster,740,7,10,1,6.613513513513514
giovdigi,703,7,10,3,6.846799431009957
girman39,1064,7,9.5,3.5,7.040573308270677
gittes,902,8,10,1,7.199556541019955
Giulie,542,7,10,4,7.10169741697417
gixmo,1074,6.5,10,1,6.302141527001862
Gkbinger,671,6,9,2,6.365871833084948
Glamorous Mucus,1116,6,10,1,5.742831541218638
glanfam,1169,7,10,1,6.760906757912746
glaurent,787,6,10,1,6.21728081321474
globetrotter,936,6,10,1,6.0918803418803416
glookose,995,6,10,1,5.377889447236181
glsonn,537,7,10,2,7.027932960893855
gnasche,578,7.25,9.5,4,7.254757785467128
Goatcabin,864,7,10,2,7.236111111111111
GodfatherPTS,615,6,10,1,6.17479674796748
godinex,743,8,10,3,7.597039030955585
goetzinb,937,6,10,1,5.854076840981857
gohrns,571,7,10,2,6.805429071803853
gokiburijin,623,7,10,1,6.642054574638844
goldenboat,561,6,10,1,5.540106951871658
goldengamer,765,7,10,1,6.758823529411765
Golob,664,6,10,1,6.373493975903615
Gomez,592,7,10,2.5,7.16554054054054
gonzo104,1617,6,10,1,6.064007421150278
Goodsound,894,6.3,10,1,6.077046979865772
GordonHua,994,6,9,2,5.8420523138833
GoreGobbo,675,7,10,2,6.992592592592593
gorende,2275,7,10,1,6.825934065934066
Gorgoneion,580,7.5,10,1,7.171724137931035
GornTC,524,6,10,1,6.319656488549619
goserelin,576,8,10,1,7.486111111111111
GoTeamVenture,831,6,10,2,6.1516245487364625
gotonao,653,6.5,9.5,4,6.434150076569678
gotrek987,508,7,10,2,7.336614173228346
Govin,1272,6,10,1,6.155974842767296
gr8osiris,507,7,10,2,6.7575936883629195
grafpoo,560,7,10,1,7.045714285714285
Grakkus,567,7,10,1,6.920634920634921
grandslam,1794,7,10,3,6.8561872909699
GrantAZ,760,6,10,1,6.173684210526316
Grantelith,848,7.5,10,1,7.540919811320754
grasa_total,1524,5,10,3,5.513123359580052
Graybillion,593,7,10,4,7.057335581787521
Great Dane,1357,6,10,1,6.4023581429624175
greatredwarrior,825,7,10,2,6.325454545454545
Greensign,835,6,10,1,6.1608383233532935
greetingsfrombergen,534,7,10,2,6.972846441947565
Gregarius,1396,6,10,2,5.929799426934097
greglios,1166,7,10,1,6.564322469982847
gregor1863,608,7.1925,9.95,2,7.19601990131579
GremlinMaster,705,6,10,2,6.238439716312056
grey deceiver,526,7.9925,9.75,3.8,7.6728754752851716
Grey Pilgrim,737,5,10,1,5.23202170963365
Greynomad38,625,6.7,10,2,6.6336
Grildensnork,1038,7,10,1,6.592485549132948
Grimnir,693,6,10,2,6.6435786435786435
Grimwold,522,7,10,2,6.727969348659004
Grindmal,820,6.5,10,1,6.324329268292683
gripnerd,504,6,10,2,6.10515873015873
Griselda,1008,7,9,2,6.664186507936508
grolapinos,837,7,10,1,6.379928315412187
Grovast,852,6,10,1,6.196009389671362
gruendali,989,6,10,1,6.224469160768453
gruenesmaennchen,498,7,10,1,6.57991967871486
gruenspan47,879,8,10,2,7.562229806598407
gruescher,751,7,10,1,6.589880159786951
Grunwald,560,6,10,1,6.175
Gryfon,515,5,10,1,5.132038834951456
grzechoo104,513,7,10,1.5,6.766081871345029
GrzeL,1182,5,10,1,5.153130287648054
gschloesser,893,6,10,1,6.228443449048152
GSReis,937,6,9.5,1,5.826574172892209
Gstrobe188,594,6,10,1,6.212121212121212
gtothevo,622,8,10,5,7.957395498392283
gufotriste,961,6.3,10,1,6.221987513007284
GuidoVanHorn,787,7,10,1,6.7350698856416775
guilou05,1302,7,10,1,6.592165898617512
Gulgothica,899,6,9,2,6.4377085650723025
Gunness,584,6.5,10,1,6.40513698630137
Gurth,579,6,10,1,6.316062176165803
gusnboobs,744,7,9.5,4,7.038978494623656
gustave154,953,8,10,1,8.260335781741867
GustavMahler,653,8.3,10,1,8.001531393568147
gutrie_es,1096,6,10,4,6.041970802919708
Gvconkel,809,7,10,1,7.013597033374537
Gwegg,579,7,10,2,6.681347150259067
Gwfalcon,503,7.2,10,2.1,7.065984095427435
Gyges,1407,6,9.5,1,6.217128642501777
Gylas,1385,7,9,1,6.810108303249097
gzamira,527,8,10,2,7.499051233396584
H-Alga,640,6,10,1,6.4984375
H8Man,1004,6,10,1,5.369770916334661
haarrrgh,544,7,10,3,6.791360294117647
habermanm,717,7,10,1,6.617852161785216
Hadgoth,762,6.25,10,1,6.083005249343832
Haffner,519,8,10,1,7.349267822736031
hahnarama,561,6,9,1,5.690730837789661
HaiKulture,1452,8,10,3,7.839015151515151
hajott59,834,7,10,1,6.639088729016787
hakonootoko,560,6,10,3,6.5339285714285715
hakuus,927,7,10,2,6.679611650485437
halbert82,750,5,10,1,4.228666666666666
halbower,1099,5,10,1,5.336669699727024
Hallow,520,8,10,3,7.8071153846153845
halucinagen,543,7,10,1,6.988581952117864
Hamface,682,7,10,2,7.021994134897361
Hammerheart82,756,6.3,10,1,5.359365079365079
Handballer,608,6,10,4,6.449013157894737
Hanesen,583,7,10,2,6.9897084048027445
hanibalicious,674,7,10,1,7.077893175074184
HannibalUltor,1067,4,10,1,4.539831302717901
HANNUMAN,515,7,10,3,6.870796116504854
Hanska,862,6,10,1,5.776102088167053
Happosai,585,6,10,1,6.494017094017094
HappyD2,555,7,10,3,6.702702702702703
HappyHexagon,1134,6,10,2,5.980599647266314
happyjosiah,874,6,10,1,6.288329519450801
happymike,680,7.5,9,4,7.5227941176470585
Happymrdave,1002,7,10,2,6.840818363273453
happypooya,609,6,9.5,1,6.2049261083743845
Harald1,569,7,10,3,7.114235500878735
Harblnger,803,6,10,1,6.238480697384807
HardCore,581,7,10,1,6.750086058519793
Harl,727,8,10,4,7.543328748280605
harlaquinne,601,6,10,2,6.325291181364393
Harley57,711,6,10,1,6.121659634317862
Harold Godwinson,575,6,10,1,6.153043478260869
Harrycover,735,7,10,1,6.753741496598639
Hattori Hanzo,1488,7,10,1,7.034227150537634
HattoriHanzo74,635,6.5,10,1,6.248661417322834
hauwech,2220,6,10,1e-30,5.728603603603603
HavocIsHere,566,7,10,1,6.068904593639576
Havox,694,6.5,10,1,6.492219020172911
Hawad,564,6,10,2,5.948581560283688
hawk-x-,537,7,10,1,6.1750465549348235
Hawke,501,6,10,1,6.179640718562874
Hawkeye77,912,6,10,1,6.256030701754386
hawkeyeop,780,6.5,10,1,6.196153846153846
hawkmoon94,640,6,9,1,6.22890625
Haze Kalasa,523,7,10,1,6.708030592734225
HBGlover,823,6,10,1,6.190765492102066
hclix81,529,6.5,10,3,6.670604914933837
headfive,514,7,10,1,6.702334630350195
HeavyAdge,509,8,10,1,7.3536345776031435
heccubus,585,7,10,3,6.714529914529915
hecose,841,7,10,2,6.661117717003568
Hector82,575,8,10,1,7.639130434782609
hedisch,573,6.3,10,2,6.379668411867365
hedonisticnihil,584,6.9,10,1,6.4940924657534245
Hegerobin,614,7,10,2,6.501628664495114
heikman,550,5,10,1,4.915454545454545
heinhunstig,877,4,10,1,4.5667046750285065
heissepost,524,7,10,3,7.402671755725191
heli,1393,6,10,1,5.575735821966978
Helikoputtrik,516,7,10,4,6.988565891472868
helioa,824,6.5,10,1,6.654126213592233
helloworldmy,665,6.5,9,3,6.624812030075188
Hellsatyr,615,6,9,1,5.970731707317073
Henco,519,7,10,2,6.744315992292871
henk.rolleman,710,7.8,10,4,7.577464788732394
herendil66,776,7,9,3,6.835373711340206
HereSince2010,600,6,10,1,6.3116666666666665
Heron78,858,7,10,2,6.799533799533799
Hessen,699,6,10,1,6.179184549356223
Hessu68,5041,6,10,2,5.8037294187661175
Hey_Yo,501,7,9.5,1,6.492015968063872
heymondo,604,6,10,1,6.1490066225165565
HHarengel,841,7.5,9.9,2,7.333828775267539
HHoffman,854,7,9.5,4,7.028864168618267
Hibou77,805,8,10,2,7.105590062111801
High Elf Andrew,612,6,10,1,5.6838235294117645
higutaka,1179,6,9,3,6.293044953350297
hiimjosh,609,5,10,1,5.362889983579639
Hiko Bunta,818,7,10,1,6.834535452322738
HilkMAN,1232,6.5,10,1,6.370616883116883
himokl,1834,4,10,1,3.875136314067612
hippiephysicschick,1123,6,10,2,6.218343722172752
Hirian,986,6,10,1,5.915314401622718
Hironimus,519,7,10,2,6.911368015414258
Hiroshi Urayama,744,6,9,3,5.649193548387097
HiveGod,566,7,10,2,6.919664310954063
hiyou,1289,6,10,1,5.9588828549262995
hmmfred,581,6,10,1,5.986230636833047
Hobbes,665,6.5,9.5,2,6.377067669172932
hobbes_inc,1023,6,10,1,6.08108504398827
hobowire,755,6,10,4,6.1655629139072845
hockeyking9,1835,6.14677,10,1,5.666573929155313
hoeskuldr,927,6,10,2,6.42168284789644
holf,1245,6.5,10,1,6.486104417670683
HolgiS,654,7,9,3,6.507645259938838
Hollender,693,6,10,1,6.134920634920635
homiefud,500,7,10,1,6.632
honeycomb,527,6,10,1,6.305692599620493
HongKongFouFou,877,7.5,10,3,7.575256556442417
Hopalong,1518,7,9,1,7.2922924901185775
horusz,873,6,10,1,6.151202749140894
hotc,967,6,10,1,5.881075491209928
hotspur,529,7,10,1,6.567977315689981
howea,934,6.5,10,3,6.394004282655247
Howitzer_120mm,896,7,10,1,7.088504464285714
Hoyng,958,7,10,3,6.786951983298539
hpcthulhu,632,6.5,10,2,6.712816455696203
HQ063,585,7,9.3,1,6.59617094017094
Hristo Filipov,1466,7,10,4,6.6787175989085945
HRune,660,7,10,2,6.809848484848485
Hsart,573,6,10,2,6.366492146596858
hsh1417,620,6,10,1,6.474564516129032
ht80,575,7,10,2,7.013913043478261
Hubajube,954,7,10,1,6.5062893081761
huffa2,1196,7.25,10,1,7.012165551839465
hungmarcok,798,7,10,2,6.8847117794486214
HungryHippo33,663,7,9,3,6.675867269984917
Hunszi,621,7,9,3,6.614492753623188
HunterT,897,7,10,1,6.775919732441472
hurstdm,588,7.5,10,4,7.462278911564626
Huub Emmers,1001,6,9,4,6.3316683316683315
huyiuk,632,7.5,10,1,7.177927215189873
hwessels,572,6,10,2,6.044580419580419
hxbx,740,6,10,2,5.305405405405406
Hyann,710,6,10,1,6.279577464788733
Hydermen,531,7.4,10,1,7.155555555555556
hyggli,547,6.5,9,3,6.5
hylsberg,582,7,10,3,7.168384879725086
HyperboleGrant,549,7.5,10,2,7.190983606557377
hyperinactive,515,6,10,2,5.751941747572816
hzar,620,7,9.8,2,6.753016129032258
i7dealer,1063,7,10,1,6.455315145813735
iadena,987,6,10,1,5.867274569402229
Iago71,519,7,10,3,7.0847784200385355
Iamspacemonkey,659,6,10,1,6.218512898330804
iamzimmer,659,7,10,1,6.965553869499241
ianne,625,7,10,2,6.6176
iansc,884,6,10,1,5.967002262443439
Ibaimendi,787,7,10,1,6.366581956797967
ibn_ul_khattab,716,7,10,2,7.093575418994414
ibrakedd,679,6,10,1,6.091310751104565
ibtim80,501,7,10,2,6.557684630738523
icalvinist,627,7,10,1,6.5933014354066986
icarusmustburn,506,7,10,2,7.17094861660079
Icebolt,636,7,10,3,7.1915723270440255
IceFoe,894,7,10,2,7.177852348993288
iceim,805,7,10,2,6.762732919254658
IceScrat,1132,7,10,1,6.91803886925795
icheyne,535,6,10,1,6.031775700934579
Ichi87,655,7,9.5,2,6.6648854961832065
Ichiruishu,580,6.5,10,1,5.744827586206896
icurnvss,666,7,9,1,6.858108108108108
idealich,751,7.8,10,2,7.705193075898801
idha,803,6,10,1,6.134682440846825
idiotworks,563,7,9,5,7.113676731793961
ifalunch,1149,6,10,1,6.209747606614448
IGiullari,917,6.7,10,1,6.652290076335878
Iglesias,538,7,10,2,7.399628252788104
Iglika_t,499,7,10,2,6.749498997995992
Igorken,516,7,9,2,6.645348837209302
igorknop,652,7,10,3,7.24079754601227
igrad,500,7.5,9,5,7.4002
Iguanoman,635,7,10,4,7.119685039370078
ihan_pihalla,612,7,10,2,7.176470588235294
ijohsua,1149,7,10,3,6.754134029590949
Ikarus,729,7,10,3,7.058710562414266
il_mago,543,7,10,2,6.567219152854512
ilgarrone,571,8,10,5,8.050788091068302
ilgoga,530,6,10,1,6.1773584905660375
illokpasa,910,7,10,1,6.331868131868132
Illotus,640,7,10,1,6.39765625
illy,680,6.5,10,1,6.293382352941176
ilogico,894,6,10,1,6.178970917225951
ILoseAtLife,742,6.5,9,1,6.157681940700809
IlRoberto88,630,7.5,10,5,7.493650793650794
Ilse23,596,7,10,2,6.702181208053691
iMisut,1304,7,10,2,7.017638036809816
Immaterial,786,6.8,10,1,6.6117048346055975
immyboy,547,7,10,4,7.1265996343692875
imoneox,668,6,10,2,6.389970059880239
in8nirvana,726,7,10,1.5,7.164876033057851
incognitopsycho,624,7,10,1,6.931089743589744
Incubus,571,6.5,9,1,6.386164623467601
Indhra,668,7,10,1,6.474550898203593
indigopotter,789,6,10,2,5.9537389100126745
indjk,540,7,10,4,6.855388888888889
Indy418,755,7.75,10,2,7.446158940397351
Indy500sr,774,6,10,1,6.246124031007752
Indy81,959,6,10,1,6.186652763295099
infigun,896,7.95,10,1,7.573549107142857
ingenierosocial,575,7,10,3,6.895304347826087
InglorionGildor,567,7,10,5,7.175485008818342
Inmarg,837,7,10,1,7.038231780167264
Innsmouth_Look,1474,6,10,1,5.186594301221167
ins3kT,818,7,10,2,6.594132029339853
invervegas,500,7,10,2,6.784
inzivro,673,7,9,2,6.6263001485884105
ionas,519,6.5,10,1,5.616281310211946
iorio,546,8,10,3,7.715201465201465
ipgyst,1205,4,10,1,4.682157676348548
Ironleaves,717,5,10,1,5.207810320781032
IronMoss,549,7,9.75,2,6.827413479052823
ironregime,499,6,10,1,6.002004008016032
IrosTung,897,8,10,5,7.914046822742475
Isamoor,504,6.6,10,1.5,6.458531746031746
IsItMyTurnYet,638,7,10,1,6.741379310344827
Iskreemman,882,7,10,1,6.324829931972789
islander,702,7,9.5,1,6.64031339031339
isramarq,593,6,10,4,6.602023608768971
israperrillo,584,7.5,10,1,7.014811643835617
Istvanffy,657,7,10,1,6.861187214611872
italianbreadman,660,7,10,2,6.548484848484849
itchyrichy,496,7,10,1,6.32258064516129
itiswon,887,5,10,1,5.535512965050732
itjoe,619,5.5,10,1,5.5218093699515345
iulius12,589,7,10,1,6.534804753820034
IvanGrimm,675,6.5,9.9,1,6.261851851851852
ivefa9,515,7,10,4,7.215533980582524
izernechel,647,6.57,10,1,6.641761978361669
Izobretenik,659,7,10,1,7.209453717754173
j-berman,856,7,10,2,6.891939252336448
ja_n,556,7,10,2,6.703237410071942
Jaarinen,578,6,10,2,6.21280276816609
jabooty3,637,6,10,1.5,5.892464678178964
jackalope,575,7,10,1,6.618260869565217
JackExplicador,821,7.4,9.5,3,7.248416565164433
jackiesavon,990,8,10,2,7.977777777777778
JackyTheRipper,574,7,10,1,6.498257839721254
jacoboca,545,7,10,3,7.263394495412844
jacsto,560,7,9.5,2,6.974464285714285
jacun,560,7,10,2,7.260714285714286
Jaeryn78,544,7,9.5,4,6.966911764705882
Jagdtiger,1240,7,9.4,1,6.8912258064516125
JaggedTech,557,6,10,1,6.210951526032316
jak23xf,782,7.3,10,1,6.974936061381074
jakkaof86,501,7.5,10,1,6.991017964071856
james25182,543,7,10,3,6.907918968692449
JamesH,786,7,10,1,6.888676844783715
jamessinden,1072,7,10,1,7.1226679104477615
JamesT,1058,7,10,1,6.9640831758034025
jameush,888,8,10,3,7.385135135135135
jameystegmaier,804,7.5,10,4,7.385012437810945
Jan X,711,6,10,1,6.106891701828411
Janasik,1315,6,10,1,6.0456273764258555
jancis,1338,7,10,2,7.291554559043348
jancr57,586,7,10,1,7.396843003412969
janekbossko,582,7.5,10,1,7.3639175257731955
janiera,703,7,9.5,3,7.19203413940256
JanMS,993,7,10,2,7.055387713997986
janos_hunyadi,922,7,10,2,7.234815618221258
Jansy,767,7.4,9,1,7.245632333767927
jaredh,765,6,10,1,6.341830065359477
jarjar26,603,7.6,10,1,7.374958540630183
JAskier,1411,7,10,1,6.481218993621545
jasonc213,759,7,10,1,6.646903820816864
JasonMatthews,1109,6,10,1,6.12443642921551
JasonSaastad,3855,4,10,2,4.286381322957198
jassad1,731,7,9,2,6.6812585499316
Jassmi166,864,7,10,1,6.88599537037037
jatang,611,6,10,1,5.548281505728315
javierclaveria,524,6,10,5,6.155534351145038
jax900,1112,6,10,1,5.899280575539568
jayboy,623,8,10,3,7.685393258426966
jayjonbeach,715,6,10,1,6.231454685314685
JayMata,517,7,10,2,6.653771760154739
jaywowzer,904,6,10,1,6.339601769911504
jazontan,589,7,10,1,6.443123938879457
Jazzbeaux,585,7,9.5,2,6.694786324786325
JazzFish,577,6,10,1,5.760831889081456
JBH1,501,6,10,2,6.331337325349302
jbhuter6041,950,5,9,1,5.4926315789473685
Jbkennedy,555,7,10,1,6.9210810810810814
jblomquist,503,7,9.5,1,6.811133200795228
jboggs2814,531,6,10,1,5.712806026365349
jbsiena,731,6,9.5,1,5.76046511627907
jbuergel,498,6,10,1,6.208835341365462
jcadillac,708,9,10,1,8.734957627118645
Jcargabr,508,6,10,3,6.327725551181103
jcarvin,2133,5.5,10,1,5.508579465541491
jcd2001es,1108,6,10,1,6.03206678700361
JCDINIZ,545,6,10,4,6.4093577981651375
jdkimble,673,6,10,1,6.224368499257058
jdscorch,751,7,10,4.5,7.197070572569907
jean27,988,6.5,10,1,6.475202429149798
jedichrism,542,7,10,1,6.911439114391144
jedijawa74,867,6,10,1,6.053056516724337
Jedrique,659,7,9,1,6.9332321699544766
Jeefy,706,6.75,9,2,6.492932011331445
Jeff Horger,497,7,10,3,6.87804828973843
jefferydoc,888,6,10,1,6.213963963963964
jeffjwatts,560,6,10,2,6.191071428571429
jeffwiles,779,6,10,1,5.559691912708601
jeffwolfe,1138,6,10,1,5.892679261862917
JeffyJeff,733,6.75,9,1,6.467189631650751
jejo,533,7.2,10,4,7.2414652908067545
jekmeister,503,6.5,10,2,6.503976143141153
jelerak,639,6,10,1,6.422535211267606
jellojt38,626,7,10,4,7.13258785942492
jellypantz,536,6,10,2,6.169309701492537
jemouff,914,6.5,10,2,6.673464628008753
jenf,541,7,9.4,1,6.659704251386322
jennferlee,747,5,9,1,5.597054886211513
jenny70,637,7,10,1,7.306279434850864
jens_hoppe,959,5,10,1,4.919186652763295
JensFL,942,7.2,10,1.5,7.132271762208068
jeremylgunter,716,3.33,10,3,3.9569692737430167
jerichotop,512,6,10,1,6.1337890625
JesseW,1025,7,10,1,6.8779512195121955
Jester_dt,668,7,10,2,6.974550898203593
jetep,670,7.5,10,1,7.347761194029851
Jetseb,973,6,10,1,5.8807810894141825
jforbes,574,6,10,1,5.637630662020906
jgag,747,7,10,1,7.090361445783133
jgbaxter,740,5,10,1,5.381081081081081
jgeske,638,6.5,10,1,6.568181818181818
jgm72,1018,6.5,10,1,6.351178781925344
jgoyes,1764,5,10,1,5.3480725623582765
jguder,540,7,10,4,7.013888888888889
jhagen1908,579,6,10,1,6.323834196891192
jheeter14,811,7,10,1,6.672626387176326
jhinkle,816,7,10,1,6.833088235294118
jideee,1365,7,10,1,6.855186813186813
jillch,889,6,10,1,6.2312035995500565
jim knopf,891,7,10,2,6.859147025813693
Jim Marshall,744,7,10,2,6.872983870967742
Jim_P,1301,6,10,1,6.37586471944658
Jimcampanella,817,5,10,1,5.576499388004896
JimF,1076,6.5,10,2,6.532063197026022
jimgrant,533,7,10,3,6.85891181988743
jimolideen,602,7.2,9.2,1,7.032724252491694
JimPAX,554,7,10,1,6.665884476534296
jimshlif,1081,6,10,1,5.75531914893617
Jimzik,863,6,9,2,6.2015063731170335
Jindros,584,7.5,10,2,7.334760273972603
JinRoh,1038,6.5,10,1,6.205009633911368
jirka bauma,1208,6.5,10,1,6.319950331125828
jiuwuhaihaihai,628,6,10,1,6.308917197452229
jjacjackson,666,7,10,5,7.244744744744745
jjloc,690,7,9,1,6.823043478260869
jjrbedford,1369,7,10,2,7.344046749452155
jkayati,727,6,10,1,6.052269601100413
jmagi,537,7,10,3,6.990689013035381
jmathias,1014,6,9,4,6.335305719921105
jmdsplotter,3554,5.5,9.49,1,5.6692431063590325
jmduran,847,7.5,10,3,7.402892561983471
jme198,511,7,10,1,6.741682974559687
jmellby,920,7.5,10,1,7.263260869565217
jmmowery,667,7,10,1,6.715142428785607
jmoline,767,7,10,3,6.741525423728813
jmrichar,542,6,10,1,6.023062730627307
